,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted
9836,Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,2,Yes
9837,Cat,12,Domestic Short Hair,Female,Cream,Gray,Small,Short,Yes,Yes,Healthy,0,1,Yes
9838,Dog,84,German Shepherd Dog,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,No
9839,Cat,6,Maine Coon,Female,Brown,Yellow,Medium,Medium,Yes,No,Healthy,100,1,Yes
9840,Dog,4,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,1,Yes
9841,Cat,12,Persian,Male,Black,White,Large,Medium,Yes,Yes,Healthy,200,12,Yes
9842,Dog,10,Terrier,Female,Brown,White,Small,Short,Not Sure,Yes,Healthy,0,3,Yes
9843,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,5,Yes
9844,Dog,48,German Shepherd Dog,Female,Black,Brown,Large,Short,Yes,Yes,Healthy,0,2,Yes
9845,Dog,12,Rottweiler,Male,Black,Brown,Medium,Medium,Yes,Yes,Minor Injury,0,10,No
9846,Cat,1,Siamese,Female,Brown,Cream,Small,Short,No,No,Healthy,160,5,Yes
9847,Cat,12,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,2,No
9848,Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,Yes
9849,Cat,3,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,50,1,Yes
9850,Cat,3,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,Yes,No,Healthy,0,3,Yes
9851,Dog,4,Mixed Breed,Female,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,2,No
9852,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes
9853,Dog,36,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No
9854,Dog,1,Mixed Breed,Female,Brown,Gray,Medium,Short,No,No,Healthy,0,16,Yes
9855,Cat,4,Domestic Short Hair,Male,Black,White,Small,Short,Yes,No,Healthy,0,4,Yes
9856,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,Yes
9857,Cat,28,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,5,Yes
9858,Dog,36,Mixed Breed,Female,Brown,Golden,Medium,Short,Not Sure,Not Sure,Minor Injury,0,2,No
9859,Cat,12,Domestic Short Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,5,No
9860,Dog,8,Mixed Breed,Female,Cream,No Color,Small,Short,Yes,Yes,Healthy,0,1,No
9861,Cat,60,Siamese,Male,Black,Cream,Large,Medium,Yes,Yes,Healthy,160,4,No
9862,Dog,12,Rottweiler,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,5,Yes
9863,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,Yes
9864,Dog,7,German Shepherd Dog,Male,Brown,White,Large,Medium,Yes,No,Healthy,0,2,Yes
9865,Cat,1,Abyssinian,Male,Brown,Golden,Small,Medium,No,No,Healthy,0,5,Yes
9866,Cat,6,Domestic Short Hair,Female,Golden,Yellow,Medium,Short,Yes,Yes,Healthy,0,5,No
9867,Dog,9,Mixed Breed,Male,Black,Brown,Medium,Short,No,Yes,Healthy,0,3,Yes
9868,Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,1,Yes
9869,Cat,3,Domestic Short Hair,Female,Cream,Gray,Medium,Short,No,No,Healthy,0,1,Yes
9870,Cat,3,Domestic Short Hair,Female,Black,No Color,Small,Medium,No,No,Healthy,0,5,No
9871,Dog,12,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,No
9872,Cat,4,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Not Sure,No,Healthy,50,1,No
9873,Dog,0,Cattle Dog,Male,Black,Brown,Small,Medium,No,No,Healthy,250,10,Yes
9874,Dog,60,Shih Tzu,Female,Brown,White,Small,Short,Yes,No,Healthy,300,1,Yes
9875,Cat,4,Domestic Short Hair,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,Yes
9876,Dog,36,Golden Retriever,Female,Brown,Cream,Large,Long,Not Sure,Not Sure,Healthy,0,5,Yes
9877,Cat,9,Persian,Male,Golden,Yellow,Medium,Medium,No,No,Healthy,0,8,Yes
9878,Dog,27,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,No
9879,Dog,1,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,4,Yes
9880,Dog,1,Terrier,Female,Cream,White,Medium,Short,No,No,Healthy,0,11,Yes
9881,Cat,2,Domestic Medium Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,5,Yes
9882,Cat,12,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,Yes,No,Healthy,0,5,No
9883,Dog,212,Mixed Breed,Female,White,No Color,Medium,Short,Not Sure,No,Healthy,0,1,No
9884,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,3,Yes
9885,Cat,6,Domestic Short Hair,Female,Gray,White,Medium,Short,Not Sure,Not Sure,Healthy,0,7,Yes
9886,Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,3,No
9887,Cat,3,Domestic Medium Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,10,Yes
9888,Cat,1,Domestic Medium Hair,Female,Brown,Cream,Small,Medium,No,No,Healthy,30,4,Yes
9889,Cat,30,Domestic Short Hair,Male,Gray,White,Medium,Short,Yes,Yes,Healthy,0,19,Yes
9890,Cat,1,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,3,No
9891,Cat,3,Domestic Short Hair,Male,Yellow,Gray,Medium,Short,No,No,Healthy,30,1,No
9892,Cat,30,Domestic Short Hair,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,7,Yes
9893,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,8,Yes
9894,Cat,6,Calico,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,2,No
9895,Dog,24,Labrador Retriever,Female,Brown,Golden,Large,Short,No,No,Healthy,0,1,No
9896,Dog,13,Mixed Breed,Male,Black,Brown,Large,Long,Yes,Not Sure,Healthy,0,0,No
9897,Dog,2,Mixed Breed,Male,Yellow,No Color,Medium,Short,No,No,Healthy,20,1,Yes
9898,Dog,24,Beagle,Male,Brown,White,Medium,Short,Not Sure,No,Healthy,0,4,No
9899,Dog,15,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No
9900,Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,6,Yes
9901,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes
9902,Dog,36,Doberman Pinscher,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,No
9903,Dog,18,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,300,1,No
9904,Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,No,Healthy,0,3,Yes
9905,Cat,5,Domestic Short Hair,Male,Yellow,White,Small,Short,No,No,Healthy,0,4,Yes
9906,Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,5,Yes
9907,Dog,46,Golden Retriever,Male,Golden,Yellow,Large,Medium,Yes,No,Healthy,0,1,Yes
9908,Cat,48,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,5,No
9909,Cat,2,Tortoiseshell,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,Yes
9910,Dog,14,Mixed Breed,Female,Brown,Golden,Small,Short,Yes,Yes,Healthy,0,4,Yes
9911,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,5,Yes
9912,Dog,3,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,3,No
9913,Cat,2,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,5,Yes
9914,Cat,10,Persian,Male,Brown,Cream,Large,Long,Yes,No,Healthy,100,2,Yes
9915,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,2,Yes
9916,Cat,7,Domestic Medium Hair,Female,Black,White,Large,Medium,Yes,No,Healthy,0,4,Yes
9917,Dog,14,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,No
9918,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,No
9919,Dog,6,Golden Retriever,Male,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,No
9920,Dog,24,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,3,No
9921,Dog,84,Basset Hound,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,21,Yes
9922,Dog,1,Mixed Breed,Female,Black,Gray,Medium,Short,No,No,Healthy,0,1,Yes
9923,Cat,4,Persian,Male,Yellow,No Color,Medium,Short,No,No,Healthy,100,6,Yes
9924,Dog,7,Labrador Retriever,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,6,No
9925,Cat,2,Siamese,Male,Cream,Gray,Medium,Medium,No,No,Healthy,0,1,Yes
9926,Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,1,Yes
9927,Cat,24,Calico,Female,Black,Brown,Medium,Short,Yes,Yes,Minor Injury,0,2,No
9928,Cat,1,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,50,4,Yes
9929,Dog,3,Labrador Retriever,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,3,Yes
9930,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes
9931,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
9932,Dog,19,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,No
9933,Cat,4,Domestic Short Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,Yes
9934,Dog,72,Labrador Retriever,Female,Golden,Yellow,Medium,Short,Yes,Yes,Healthy,0,6,Yes
9935,Cat,1,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,4,Yes
9936,Cat,4,Domestic Short Hair,Male,Black,Yellow,Medium,Short,No,No,Healthy,0,2,Yes
9937,Dog,12,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,No
9938,Cat,3,Domestic Short Hair,Female,Brown,Gray,Small,Short,Not Sure,Not Sure,Healthy,30,8,Yes
9939,Dog,10,Jack Russell Terrier,Male,White,No Color,Medium,Medium,Yes,No,Healthy,0,0,No
9940,Cat,30,Torbie,Female,Brown,Golden,Medium,Short,Yes,Yes,Healthy,10,4,Yes
9941,Cat,3,Domestic Short Hair,Female,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes
9942,Cat,2,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,13,Yes
9943,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
9944,Dog,3,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,2,Yes
9945,Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,350,19,Yes
9946,Cat,24,Domestic Long Hair,Female,Gray,No Color,Medium,Medium,Not Sure,No,Healthy,0,7,Yes
9947,Cat,8,Domestic Short Hair,Male,Gray,White,Medium,Medium,Yes,No,Healthy,150,3,No
9948,Cat,36,Domestic Short Hair,Female,Black,No Color,Small,Short,Yes,Yes,Healthy,0,6,Yes
9949,Dog,72,Jack Russell Terrier,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,250,1,No
9950,Dog,3,Mixed Breed,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,8,Yes
9951,Cat,2,Domestic Short Hair,Male,Brown,Gray,Small,Short,No,No,Healthy,0,2,Yes
9952,Dog,1,Mixed Breed,Male,Brown,No Color,Small,Short,No,No,Healthy,0,1,Yes
9953,Cat,2,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes
9954,Dog,5,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,1,No
9955,Cat,2,Domestic Short Hair,Male,Cream,White,Medium,Short,No,No,Healthy,0,2,Yes
9956,Dog,120,Miniature Pinscher,Male,Black,Brown,Small,Short,Yes,No,Healthy,0,3,Yes
9957,Cat,36,Domestic Short Hair,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,5,Yes
9958,Cat,4,Tabby,Male,Black,Brown,Small,Short,Yes,No,Healthy,200,6,No
9959,Cat,12,British Shorthair,Male,Black,Gray,Large,Medium,Not Sure,Not Sure,Healthy,0,5,Yes
9960,Cat,24,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,160,1,No
9961,Dog,12,Mixed Breed,Male,Cream,No Color,Medium,Short,No,Yes,Healthy,0,4,Yes
9962,Dog,12,Mixed Breed,Male,Brown,Cream,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,Yes
9963,Cat,1,Domestic Medium Hair,Female,Golden,White,Small,Medium,No,No,Healthy,0,4,Yes
9964,Cat,21,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,3,Yes
9965,Dog,6,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
9966,Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,6,Yes
9967,Cat,3,Domestic Medium Hair,Female,Brown,White,Medium,Medium,No,No,Healthy,0,4,Yes
9968,Dog,7,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
9969,Cat,2,Domestic Medium Hair,Female,Brown,No Color,Large,Medium,No,Not Sure,Healthy,0,2,Yes
9970,Cat,3,Domestic Medium Hair,Female,Black,White,Small,Short,No,No,Healthy,0,5,No
9971,Cat,1,Tabby,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,5,Yes
9972,Dog,1,Terrier,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes
9973,Dog,12,Mixed Breed,Male,Black,Brown,Large,Short,Not Sure,No,Healthy,0,3,Yes
9974,Cat,4,Domestic Short Hair,Male,Black,White,Small,Short,Yes,No,Healthy,100,2,No
9975,Dog,36,Mixed Breed,Male,Golden,Yellow,Medium,Medium,No,No,Healthy,0,1,No
9976,Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,Yes
9977,Dog,36,Bullmastiff,Male,Golden,No Color,Large,Short,Yes,Yes,Healthy,0,2,Yes
9978,Cat,12,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,6,No
9979,Dog,12,Husky,Male,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes
9980,Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes
9981,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,2,No
9982,Cat,1,Siamese,Female,Gray,White,Small,Short,Not Sure,No,Healthy,0,3,Yes
9983,Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,Not Sure,No,Healthy,0,1,Yes
9984,Dog,0,Mixed Breed,Female,Black,Cream,Medium,Short,No,No,Healthy,0,1,Yes
9985,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
9986,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,2,Yes
9987,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes
9988,Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,No
9989,Cat,4,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
9990,Dog,26,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,2,No
9991,Cat,0,Domestic Short Hair,Female,Black,Gray,Small,Short,Not Sure,Not Sure,Healthy,0,5,Yes
9992,Cat,3,Calico,Female,Black,Yellow,Small,Medium,No,No,Healthy,50,5,No
9993,Dog,12,Mixed Breed,Female,Black,Cream,Large,Short,Yes,Yes,Healthy,0,1,No
9994,Dog,3,Mixed Breed,Female,Black,No Color,Small,Short,Yes,No,Healthy,0,8,Yes
9995,Dog,3,Mixed Breed,Female,Golden,White,Medium,Short,Yes,No,Healthy,0,3,Yes
9996,Cat,7,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,No,Healthy,50,2,Yes
9997,Dog,3,Mixed Breed,Male,Golden,White,Medium,Short,Yes,No,Healthy,0,2,No
9998,Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
9999,Dog,2,Fox Terrier,Male,Brown,White,Medium,Short,Not Sure,No,Healthy,0,2,Yes
10000,Dog,9,Mixed Breed,Male,Golden,Cream,Medium,Medium,No,No,Healthy,0,1,Yes
10001,Cat,5,Domestic Short Hair,Male,Brown,Cream,Small,Short,Yes,No,Healthy,0,1,Yes
10002,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,Yes,Healthy,0,1,No
10003,Cat,18,Domestic Short Hair,Female,Golden,White,Small,Short,Yes,Yes,Healthy,0,1,Yes
10004,Dog,2,Labrador Retriever,Male,Golden,White,Medium,Short,No,No,Healthy,0,2,Yes
10005,Cat,1,Domestic Medium Hair,Male,Brown,Golden,Medium,Medium,No,No,Healthy,0,2,Yes
10006,Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Medium,No,No,Healthy,0,1,No
10007,Dog,2,Mixed Breed,Male,Black,Cream,Medium,Medium,No,No,Healthy,0,6,Yes
10008,Cat,4,Domestic Short Hair,Male,Black,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,11,Yes
10009,Dog,24,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,13,Yes
10010,Cat,32,Bengal,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
10011,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,20,12,Yes
10012,Dog,6,German Shepherd Dog,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
10013,Cat,18,Persian,Male,Cream,White,Large,Medium,No,No,Healthy,180,2,Yes
10014,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
10015,Cat,6,Domestic Long Hair,Male,Brown,Yellow,Medium,Long,Not Sure,No,Healthy,150,1,Yes
10016,Dog,24,Mixed Breed,Female,Brown,Yellow,Medium,Short,Yes,Yes,Healthy,0,3,No
10017,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
10018,Dog,2,Mixed Breed,Female,Yellow,White,Small,Short,Yes,No,Healthy,0,4,Yes
10019,Dog,10,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
10020,Cat,2,Domestic Short Hair,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,5,No
10021,Dog,29,Mixed Breed,Female,Golden,No Color,Medium,Short,No,Not Sure,Healthy,0,4,No
10022,Cat,1,Domestic Short Hair,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,3,Yes
10023,Dog,4,Mixed Breed,Female,White,No Color,Small,Medium,Yes,No,Healthy,0,2,Yes
10024,Cat,2,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,100,5,Yes
10025,Dog,48,Spitz,Male,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,No
10026,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,6,Yes
10027,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,4,Yes
10028,Cat,3,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,1,Yes
10029,Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,5,Yes
10030,Dog,24,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,3,No
10031,Dog,3,Mixed Breed,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,1,Yes
10032,Dog,12,Pug,Male,Black,Cream,Small,Short,Yes,Yes,Healthy,0,6,Yes
10033,Cat,12,Siamese,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,50,5,Yes
10034,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes
10035,Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,3,Yes
10036,Dog,24,Mixed Breed,Female,Golden,Cream,Medium,Short,Yes,Yes,Healthy,0,4,No
10037,Cat,4,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,No,Healthy,0,6,Yes
10038,Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,3,Yes
10039,Cat,24,Tabby,Male,Yellow,No Color,Medium,Medium,Not Sure,Not Sure,Minor Injury,1,2,No
10040,Cat,9,American Shorthair,Male,Yellow,White,Small,Medium,No,No,Healthy,0,3,No
10041,Dog,4,Mixed Breed,Female,Black,Brown,Large,Medium,Yes,No,Healthy,0,10,Yes
10042,Dog,1,Mixed Breed,Female,Black,No Color,Medium,Short,Not Sure,No,Healthy,0,1,Yes
10043,Cat,5,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,100,4,Yes
10044,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes
10045,Cat,2,Domestic Short Hair,Female,Golden,Yellow,Medium,Medium,Yes,No,Healthy,0,1,Yes
10046,Cat,1,Domestic Short Hair,Male,Black,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes
10047,Dog,1,Mixed Breed,Female,Yellow,No Color,Medium,Short,Yes,No,Healthy,40,1,No
10048,Cat,2,Domestic Short Hair,Male,Brown,Cream,Small,Short,Not Sure,No,Healthy,0,1,Yes
10049,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,7,Yes
10050,Dog,4,Labrador Retriever,Female,Cream,No Color,Large,Medium,Not Sure,No,Healthy,0,5,Yes
10051,Dog,3,Mixed Breed,Male,Black,Cream,Medium,Short,Yes,Yes,Healthy,0,4,No
10052,Dog,12,Mixed Breed,Male,Black,Brown,Large,Medium,No,No,Healthy,0,6,Yes
10053,Dog,108,Pomeranian,Female,Brown,No Color,Small,Long,Not Sure,No,Healthy,0,2,No
10054,Cat,6,Domestic Short Hair,Male,Black,Gray,Small,Short,No,Yes,Healthy,0,1,Yes
10055,Dog,0,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,9,Yes
10056,Cat,26,Domestic Short Hair,Male,Golden,Cream,Large,Medium,Yes,Yes,Healthy,100,4,Yes
10057,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
10058,Cat,8,Domestic Short Hair,Female,Golden,Gray,Medium,Short,Yes,Yes,Healthy,0,8,Yes
10059,Dog,8,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
10060,Dog,5,Beagle,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
10061,Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,7,No
10062,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
10063,Cat,4,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,Yes,Healthy,0,2,No
10064,Dog,24,Mixed Breed,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,15,No
10065,Dog,2,Mixed Breed,Female,Black,Golden,Medium,Short,No,No,Healthy,0,11,Yes
10066,Dog,4,Mixed Breed,Male,Brown,No Color,Large,Short,Yes,No,Healthy,235,4,Yes
10067,Cat,2,Calico,Male,Black,Gray,Medium,Short,No,No,Healthy,0,2,Yes
10068,Cat,1,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,3,Yes
10069,Dog,14,German Spitz,Female,Black,Golden,Small,Medium,Yes,No,Healthy,150,3,No
10070,Cat,6,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,2,No
10071,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
10072,Dog,48,Terrier,Female,Cream,No Color,Medium,Long,Yes,Yes,Healthy,0,3,Yes
10073,Cat,3,Oriental Long Hair,Female,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,11,Yes
10074,Dog,84,Golden Retriever,Male,Golden,No Color,Large,Medium,Not Sure,No,Healthy,200,1,Yes
10075,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,Yes
10076,Cat,2,Domestic Medium Hair,Female,Gray,White,Small,Medium,No,No,Healthy,0,10,Yes
10077,Cat,6,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,100,1,Yes
10078,Cat,12,Domestic Short Hair,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,3,No
10079,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,2,No
10080,Dog,12,Mixed Breed,Female,Black,No Color,Medium,Medium,No,Yes,Healthy,0,10,Yes
10081,Dog,7,Mixed Breed,Female,White,No Color,Medium,Short,Not Sure,Yes,Healthy,0,4,Yes
10082,Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,6,Yes
10083,Dog,1,Siberian Husky,Female,Black,Brown,Small,Medium,No,No,Healthy,0,1,Yes
10084,Cat,8,Tuxedo,Male,Black,White,Large,Medium,No,No,Healthy,0,4,Yes
10085,Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,5,Yes
10086,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,1,Yes
10087,Dog,57,Mastiff,Male,Brown,Golden,Large,Short,Yes,No,Healthy,0,4,Yes
10088,Cat,11,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,16,Yes
10089,Cat,9,Turkish Van,Male,Yellow,White,Large,Medium,Yes,Not Sure,Healthy,100,5,No
10090,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,Yes
10091,Dog,9,Siberian Husky,Male,White,No Color,Large,Long,Yes,No,Healthy,600,3,Yes
10092,Cat,36,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Minor Injury,0,5,Yes
10093,Cat,96,Norwegian Forest Cat,Male,White,No Color,Large,Long,Yes,Not Sure,Healthy,0,2,Yes
10094,Cat,3,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,1,Yes
10095,Dog,8,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No
10096,Dog,30,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,No
